p1,p2,ptype,fid1,fid2,tags,set,nsamples
F0517/MID2,F0517/MID3,sibs,F0517,F0517,484,0,42
F0517/MID2,F0517/MID4,sibs,F0517,F0517,484,0,24
F0517/MID2,F0517/MID3,ss,F0517,F0517,484,0,42
F0517/MID2,F0517/MID5,bb,F0517,F0517,484,0,24
F0517/MID2,F0517/MID4,bb,F0517,F0517,484,0,24
F0517/MID2,F0517/MID5,sibs,F0517,F0517,484,0,24
F0517/MID2,F0517/MID5,ss,F0517,F0517,484,0,24
F0517/MID2,F0517/MID4,ss,F0517,F0517,484,0,24
F0517/MID2,F0517/MID3,bb,F0517,F0517,484,0,42
F0517/MID3,F0517/MID5,bb,F0517,F0517,484,0,28
F0517/MID3,F0517/MID4,ss,F0517,F0517,484,0,28
F0517/MID3,F0517/MID5,ss,F0517,F0517,484,0,28
F0517/MID3,F0517/MID4,bb,F0517,F0517,484,0,28
F0517/MID4,F0517/MID5,bb,F0517,F0517,484,0,16
F0517/MID4,F0517/MID5,ss,F0517,F0517,484,0,16
F0518/MID1,F0518/MID3,md,F0518,F0518,485,0,24
F0518/MID1,F0518/MID2,md,F0518,F0518,485,0,18
F0518/MID2,F0518/MID3,bb,F0518,F0518,485,0,12
F0518/MID2,F0518/MID3,ss,F0518,F0518,485,0,12
F0518/MID4,F0518/MID7,sibs,F0518,F0518,485,0,6
F0518/MID4,F0518/MID6,sibs,F0518,F0518,485,0,6
F0518/MID4,F0518/MID6,bb,F0518,F0518,485,0,6
F0518/MID4,F0518/MID6,ss,F0518,F0518,485,0,6
F0518/MID4,F0518/MID7,bb,F0518,F0518,485,0,6
F0518/MID4,F0518/MID3,fd,F0518,F0518,485,0,24
F0518/MID4,F0518/MID2,fd,F0518,F0518,485,0,18
F0518/MID4,F0518/MID7,ss,F0518,F0518,485,0,6
F0518/MID5,F0518/MID4,ms,F0518,F0518,485,0,18
F0518/MID5,F0518/MID7,md,F0518,F0518,485,0,3
F0518/MID5,F0518/MID6,md,F0518,F0518,485,0,3
F0521/MID1,F0521/MID4,fs,F0521,F0521,488,0,9
F0521/MID1,F0521/MID5,fs,F0521,F0521,488,0,9
F0521/MID3,F0521/MID5,ms,F0521,F0521,488,0,4
F0521/MID3,F0521/MID4,ms,F0521,F0521,488,0,4
F0521/MID4,F0521/MID5,bb,F0521,F0521,488,0,1
F0521/MID4,F0521/MID5,ss,F0521,F0521,488,0,1
F0523/MID1,F0523/MID3,fs,F0523,F0523,490,0,10
F0523/MID1,F0523/MID4,fs,F0523,F0523,490,0,5
F0523/MID2,F0523/MID4,ms,F0523,F0523,490,0,4
F0523/MID2,F0523/MID3,ms,F0523,F0523,490,0,8
F0523/MID3,F0523/MID4,bb,F0523,F0523,490,0,2
F0523/MID3,F0523/MID4,ss,F0523,F0523,490,0,2
F0525/MID1,F0525/MID3,fs,F0525,F0525,492,0,64
F0525/MID1,F0525/MID2,fs,F0525,F0525,492,0,72
F0525/MID2,F0525/MID3,ss,F0525,F0525,492,0,72
F0525/MID2,F0525/MID3,bb,F0525,F0525,492,0,72
F0525/MID4,F0525/MID2,ms,F0525,F0525,492,0,18
F0525/MID4,F0525/MID3,ms,F0525,F0525,492,0,16
F0526/MID1,F0526/MID2,sibs,F0526,F0526,493,0,27
F0526/MID1,F0526/MID2,bb,F0526,F0526,493,0,27
F0526/MID1,F0526/MID3,fd,F0526,F0526,493,0,54
F0526/MID1,F0526/MID2,ss,F0526,F0526,493,0,27
F0526/MID2,F0526/MID3,md,F0526,F0526,493,0,18
F0526/MID4,F0526/MID1,fs,F0526,F0526,493,0,9
F0526/MID5,F0526/MID1,ms,F0526,F0526,493,0,9
F0527/MID1,F0527/MID3,ss,F0527,F0527,494,0,42
F0527/MID1,F0527/MID3,bb,F0527,F0527,494,0,42
F0527/MID2,F0527/MID1,fs,F0527,F0527,494,0,36
F0527/MID3,F0527/MID2,fs,F0527,F0527,494,0,42
F0527/MID4,F0527/MID3,ms,F0527,F0527,494,0,42
F0527/MID4,F0527/MID1,ms,F0527,F0527,494,0,36
F0528/MID1,F0528/MID4,fs,F0528,F0528,495,0,126
F0528/MID1,F0528/MID3,fs,F0528,F0528,495,0,154
F0528/MID2,F0528/MID3,ms,F0528,F0528,495,0,110
F0528/MID2,F0528/MID4,ms,F0528,F0528,495,0,90
F0528/MID3,F0528/MID4,ss,F0528,F0528,495,0,99
F0528/MID3,F0528/MID4,bb,F0528,F0528,495,0,99
F0529/MID1,F0529/MID4,fs,F0529,F0529,496,0,153
F0529/MID1,F0529/MID3,ss,F0529,F0529,496,0,102
F0529/MID1,F0529/MID3,sibs,F0529,F0529,496,0,102
F0529/MID1,F0529/MID3,bb,F0529,F0529,496,0,102
F0529/MID2,F0529/MID1,fs,F0529,F0529,496,0,51
F0529/MID2,F0529/MID4,gmgd,F0529,F0529,496,0,27
F0529/MID2,F0529/MID3,fd,F0529,F0529,496,0,18
F0529/MID6,F0529/MID4,ms,F0529,F0529,496,0,27
F0532/MID1,F0532/MID4,sibs,F0532,F0532,499,0,14
F0532/MID1,F0532/MID4,ss,F0532,F0532,499,0,14
F0532/MID1,F0532/MID4,bb,F0532,F0532,499,0,14
F0532/MID2,F0532/MID1,fs,F0532,F0532,499,0,28
F0532/MID2,F0532/MID4,fd,F0532,F0532,499,0,8
F0532/MID3,F0532/MID1,ms,F0532,F0532,499,0,21
F0532/MID3,F0532/MID4,md,F0532,F0532,499,0,6
F0532/MID5,F0532/MID4,gmgs,F0532,F0532,499,0,4
F0532/MID5,F0532/MID2,fs,F0532,F0532,499,0,8
F0532/MID5,F0532/MID1,gmgd,F0532,F0532,499,0,14
F0535/MID1,F0535/MID2,bb,F0535,F0535,502,0,20
F0535/MID1,F0535/MID2,sibs,F0535,F0535,502,0,20
F0535/MID1,F0535/MID2,ss,F0535,F0535,502,0,20
F0535/MID3,F0535/MID2,ms,F0535,F0535,502,0,14
F0535/MID3,F0535/MID1,md,F0535,F0535,502,0,70
F0535/MID4,F0535/MID1,fd,F0535,F0535,502,0,20
F0535/MID4,F0535/MID2,fs,F0535,F0535,502,0,4
F0537/MID1,F0537/MID6,fs,F0537,F0537,504,0,40
F0537/MID1,F0537/MID5,fd,F0537,F0537,504,0,48
F0537/MID1,F0537/MID3,fs,F0537,F0537,504,0,40
F0537/MID1,F0537/MID4,fd,F0537,F0537,504,0,48
F0537/MID2,F0537/MID5,md,F0537,F0537,504,0,48
F0537/MID2,F0537/MID4,md,F0537,F0537,504,0,48
F0537/MID2,F0537/MID3,ms,F0537,F0537,504,0,40
F0537/MID2,F0537/MID6,ms,F0537,F0537,504,0,40
F0537/MID3,F0537/MID5,sibs,F0537,F0537,504,0,30
F0537/MID3,F0537/MID4,sibs,F0537,F0537,504,0,30
F0537/MID3,F0537/MID4,bb,F0537,F0537,504,0,30
F0537/MID3,F0537/MID4,ss,F0537,F0537,504,0,30
F0537/MID3,F0537/MID6,ss,F0537,F0537,504,0,25
F0537/MID3,F0537/MID5,ss,F0537,F0537,504,0,30
F0537/MID3,F0537/MID6,bb,F0537,F0537,504,0,25
F0537/MID3,F0537/MID5,bb,F0537,F0537,504,0,30
F0537/MID4,F0537/MID6,sibs,F0537,F0537,504,0,30
F0537/MID4,F0537/MID5,bb,F0537,F0537,504,0,36
F0537/MID4,F0537/MID6,bb,F0537,F0537,504,0,30
F0537/MID4,F0537/MID6,ss,F0537,F0537,504,0,30
F0537/MID4,F0537/MID5,ss,F0537,F0537,504,0,36
F0537/MID5,F0537/MID6,bb,F0537,F0537,504,0,30
F0537/MID5,F0537/MID6,ss,F0537,F0537,504,0,30
F0537/MID5,F0537/MID6,sibs,F0537,F0537,504,0,30
F0539/MID1,F0539/MID4,fd,F0539,F0539,506,0,30
F0539/MID1,F0539/MID3,fd,F0539,F0539,506,0,30
F0539/MID2,F0539/MID3,md,F0539,F0539,506,0,30
F0539/MID2,F0539/MID4,md,F0539,F0539,506,0,30
F0539/MID3,F0539/MID4,ss,F0539,F0539,506,0,25
F0539/MID3,F0539/MID4,bb,F0539,F0539,506,0,25
F0540/MID1,F0540/MID4,ss,F0540,F0540,507,0,12
F0540/MID1,F0540/MID3,bb,F0540,F0540,507,0,6
F0540/MID1,F0540/MID2,fs,F0540,F0540,507,0,24
F0540/MID1,F0540/MID4,bb,F0540,F0540,507,0,12
F0540/MID1,F0540/MID3,ss,F0540,F0540,507,0,6
F0540/MID2,F0540/MID3,fs,F0540,F0540,507,0,4
F0541/MID1,F0541/MID2,fd,F0541,F0541,508,0,45
F0541/MID1,F0541/MID3,fd,F0541,F0541,508,0,5
F0541/MID1,F0541/MID5,fs,F0541,F0541,508,0,15
F0541/MID2,F0541/MID3,ss,F0541,F0541,508,0,9
F0541/MID2,F0541/MID5,ss,F0541,F0541,508,0,27
F0541/MID2,F0541/MID5,sibs,F0541,F0541,508,0,27
F0541/MID2,F0541/MID5,bb,F0541,F0541,508,0,27
F0541/MID2,F0541/MID3,bb,F0541,F0541,508,0,9
F0541/MID3,F0541/MID5,sibs,F0541,F0541,508,0,3
F0541/MID3,F0541/MID5,ss,F0541,F0541,508,0,3
F0541/MID3,F0541/MID5,bb,F0541,F0541,508,0,3
F0541/MID4,F0541/MID5,ms,F0541,F0541,508,0,15
F0541/MID4,F0541/MID2,md,F0541,F0541,508,0,45
F0541/MID4,F0541/MID3,md,F0541,F0541,508,0,5
F0542/MID1,F0542/MID3,ss,F0542,F0542,509,0,90
F0542/MID1,F0542/MID6,ss,F0542,F0542,509,0,60
F0542/MID1,F0542/MID8,ss,F0542,F0542,509,0,20
F0542/MID1,F0542/MID3,bb,F0542,F0542,509,0,90
F0542/MID1,F0542/MID8,sibs,F0542,F0542,509,0,20
F0542/MID1,F0542/MID7,bb,F0542,F0542,509,0,30
F0542/MID1,F0542/MID8,bb,F0542,F0542,509,0,20
F0542/MID1,F0542/MID7,ss,F0542,F0542,509,0,30
F0542/MID1,F0542/MID6,bb,F0542,F0542,509,0,60
F0542/MID1,F0542/MID6,sibs,F0542,F0542,509,0,60
F0542/MID1,F0542/MID2,bb,F0542,F0542,509,0,100
F0542/MID1,F0542/MID2,ss,F0542,F0542,509,0,100
F0542/MID2,F0542/MID7,ss,F0542,F0542,509,0,30
F0542/MID2,F0542/MID8,ss,F0542,F0542,509,0,20
F0542/MID2,F0542/MID3,ss,F0542,F0542,509,0,90
F0542/MID2,F0542/MID6,ss,F0542,F0542,509,0,60
F0542/MID2,F0542/MID8,sibs,F0542,F0542,509,0,20
F0542/MID2,F0542/MID7,bb,F0542,F0542,509,0,30
F0542/MID2,F0542/MID6,sibs,F0542,F0542,509,0,60
F0542/MID2,F0542/MID3,bb,F0542,F0542,509,0,90
F0542/MID2,F0542/MID6,bb,F0542,F0542,509,0,60
F0542/MID2,F0542/MID8,bb,F0542,F0542,509,0,20
F0542/MID3,F0542/MID6,ss,F0542,F0542,509,0,54
F0542/MID3,F0542/MID8,ss,F0542,F0542,509,0,18
F0542/MID3,F0542/MID7,ss,F0542,F0542,509,0,27
F0542/MID3,F0542/MID8,bb,F0542,F0542,509,0,18
F0542/MID3,F0542/MID7,bb,F0542,F0542,509,0,27
F0542/MID3,F0542/MID6,sibs,F0542,F0542,509,0,54
F0542/MID3,F0542/MID6,bb,F0542,F0542,509,0,54
F0542/MID3,F0542/MID8,sibs,F0542,F0542,509,0,18
F0542/MID4,F0542/MID1,fd,F0542,F0542,509,0,50
F0542/MID4,F0542/MID3,fd,F0542,F0542,509,0,45
F0542/MID4,F0542/MID7,fd,F0542,F0542,509,0,15
F0542/MID4,F0542/MID6,fs,F0542,F0542,509,0,30
F0542/MID4,F0542/MID2,fd,F0542,F0542,509,0,50
F0542/MID4,F0542/MID8,fs,F0542,F0542,509,0,10
F0542/MID5,F0542/MID8,ms,F0542,F0542,509,0,10
F0542/MID5,F0542/MID3,md,F0542,F0542,509,0,45
F0542/MID5,F0542/MID2,md,F0542,F0542,509,0,50
F0542/MID5,F0542/MID7,md,F0542,F0542,509,0,15
F0542/MID5,F0542/MID1,md,F0542,F0542,509,0,50
F0542/MID5,F0542/MID6,ms,F0542,F0542,509,0,30
F0542/MID6,F0542/MID8,bb,F0542,F0542,509,0,12
F0542/MID6,F0542/MID7,bb,F0542,F0542,509,0,18
F0542/MID6,F0542/MID7,sibs,F0542,F0542,509,0,18
F0542/MID6,F0542/MID8,ss,F0542,F0542,509,0,12
F0542/MID6,F0542/MID7,ss,F0542,F0542,509,0,18
F0542/MID7,F0542/MID8,bb,F0542,F0542,509,0,6
F0542/MID7,F0542/MID8,ss,F0542,F0542,509,0,6
F0542/MID7,F0542/MID8,sibs,F0542,F0542,509,0,6
F0544/MID1,F0544/MID2,sibs,F0544,F0544,511,0,6
F0544/MID1,F0544/MID2,bb,F0544,F0544,511,0,6
F0544/MID1,F0544/MID3,bb,F0544,F0544,511,0,54
F0544/MID1,F0544/MID3,ss,F0544,F0544,511,0,54
F0544/MID1,F0544/MID2,ss,F0544,F0544,511,0,6
F0544/MID2,F0544/MID3,sibs,F0544,F0544,511,0,9
F0544/MID2,F0544/MID3,bb,F0544,F0544,511,0,9
F0544/MID2,F0544/MID3,ss,F0544,F0544,511,0,9
F0544/MID4,F0544/MID2,ms,F0544,F0544,511,0,4
F0544/MID4,F0544/MID3,md,F0544,F0544,511,0,36
F0544/MID4,F0544/MID1,md,F0544,F0544,511,0,24
F0544/MID5,F0544/MID2,fs,F0544,F0544,511,0,1
F0544/MID5,F0544/MID3,fd,F0544,F0544,511,0,9
F0544/MID5,F0544/MID1,fd,F0544,F0544,511,0,6
F0545/MID1,F0545/MID3,fs,F0545,F0545,512,0,352
F0545/MID1,F0545/MID4,fd,F0545,F0545,512,0,88
F0545/MID1,F0545/MID6,fd,F0545,F0545,512,0,66
F0545/MID2,F0545/MID6,md,F0545,F0545,512,0,30
F0545/MID2,F0545/MID4,md,F0545,F0545,512,0,40
F0545/MID2,F0545/MID3,ms,F0545,F0545,512,0,160
F0545/MID3,F0545/MID6,sibs,F0545,F0545,512,0,48
F0545/MID3,F0545/MID4,sibs,F0545,F0545,512,0,64
F0545/MID3,F0545/MID4,bb,F0545,F0545,512,0,64
F0545/MID3,F0545/MID6,bb,F0545,F0545,512,0,48
F0545/MID3,F0545/MID4,ss,F0545,F0545,512,0,64
F0545/MID3,F0545/MID6,ss,F0545,F0545,512,0,48
F0545/MID4,F0545/MID6,bb,F0545,F0545,512,0,12
F0545/MID4,F0545/MID6,ss,F0545,F0545,512,0,12
F0545/MID5,F0545/MID1,ms,F0545,F0545,512,0,110
F0548/MID1,F0548/MID4,fs,F0548,F0548,515,0,14
F0548/MID1,F0548/MID3,fd,F0548,F0548,515,0,84
F0548/MID2,F0548/MID3,md,F0548,F0548,515,0,60
F0548/MID2,F0548/MID4,ms,F0548,F0548,515,0,10
F0548/MID3,F0548/MID4,sibs,F0548,F0548,515,0,6
F0548/MID3,F0548/MID4,ss,F0548,F0548,515,0,6
F0548/MID3,F0548/MID4,bb,F0548,F0548,515,0,6
F0549/MID1,F0549/MID2,ss,F0549,F0549,516,0,72
F0549/MID1,F0549/MID2,bb,F0549,F0549,516,0,72
F0549/MID1,F0549/MID2,sibs,F0549,F0549,516,0,72
F0549/MID3,F0549/MID1,fd,F0549,F0549,516,0,24
F0549/MID3,F0549/MID2,fs,F0549,F0549,516,0,27
F0549/MID4,F0549/MID2,ms,F0549,F0549,516,0,18
F0549/MID4,F0549/MID1,md,F0549,F0549,516,0,16
F0550/MID1,F0550/MID4,bb,F0550,F0550,517,0,55
F0550/MID1,F0550/MID4,ss,F0550,F0550,517,0,55
F0550/MID1,F0550/MID4,sibs,F0550,F0550,517,0,55
F0550/MID2,F0550/MID4,fd,F0550,F0550,517,0,10
F0550/MID2,F0550/MID1,fs,F0550,F0550,517,0,22
F0550/MID3,F0550/MID1,ms,F0550,F0550,517,0,33
F0550/MID3,F0550/MID4,md,F0550,F0550,517,0,15
F0551/MID1,F0551/MID4,fd,F0551,F0551,518,0,32
F0551/MID1,F0551/MID2,fd,F0551,F0551,518,0,24
F0551/MID1,F0551/MID3,fs,F0551,F0551,518,0,32
F0551/MID2,F0551/MID4,bb,F0551,F0551,518,0,12
F0551/MID2,F0551/MID3,bb,F0551,F0551,518,0,12
F0551/MID2,F0551/MID3,sibs,F0551,F0551,518,0,12
F0551/MID2,F0551/MID4,ss,F0551,F0551,518,0,12
F0551/MID2,F0551/MID3,ss,F0551,F0551,518,0,12
F0551/MID3,F0551/MID4,sibs,F0551,F0551,518,0,16
F0551/MID3,F0551/MID4,ss,F0551,F0551,518,0,16
F0551/MID3,F0551/MID4,bb,F0551,F0551,518,0,16
F0552/MID1,F0552/MID13,fs,F0552,F0552,519,0,15
F0552/MID1,F0552/MID8,ss,F0552,F0552,519,0,30
F0552/MID1,F0552/MID9,ss,F0552,F0552,519,0,30
F0552/MID1,F0552/MID8,sibs,F0552,F0552,519,0,30
F0552/MID1,F0552/MID3,fs,F0552,F0552,519,0,60
F0552/MID1,F0552/MID8,bb,F0552,F0552,519,0,30
F0552/MID1,F0552/MID5,fs,F0552,F0552,519,0,75
F0552/MID1,F0552/MID10,ss,F0552,F0552,519,0,15
F0552/MID1,F0552/MID9,bb,F0552,F0552,519,0,30
F0552/MID1,F0552/MID4,fd,F0552,F0552,519,0,150
F0552/MID1,F0552/MID6,fd,F0552,F0552,519,0,90
F0552/MID1,F0552/MID12,fs,F0552,F0552,519,0,30
F0552/MID1,F0552/MID10,bb,F0552,F0552,519,0,15
F0552/MID11,F0552/MID10,fs,F0552,F0552,519,0,1
F0552/MID11,F0552/MID1,fs,F0552,F0552,519,0,15
F0552/MID11,F0552/MID9,fs,F0552,F0552,519,0,2
F0552/MID11,F0552/MID8,fd,F0552,F0552,519,0,2
F0552/MID12,F0552/MID13,ss,F0552,F0552,519,0,2
F0552/MID12,F0552/MID13,bb,F0552,F0552,519,0,2
F0552/MID2,F0552/MID3,ms,F0552,F0552,519,0,32
F0552/MID2,F0552/MID5,ms,F0552,F0552,519,0,40
F0552/MID2,F0552/MID12,ms,F0552,F0552,519,0,16
F0552/MID2,F0552/MID6,md,F0552,F0552,519,0,48
F0552/MID2,F0552/MID13,ms,F0552,F0552,519,0,8
F0552/MID2,F0552/MID4,md,F0552,F0552,519,0,80
F0552/MID3,F0552/MID5,bb,F0552,F0552,519,0,20
F0552/MID3,F0552/MID6,ss,F0552,F0552,519,0,24
F0552/MID3,F0552/MID4,ss,F0552,F0552,519,0,40
F0552/MID3,F0552/MID4,sibs,F0552,F0552,519,0,40
F0552/MID3,F0552/MID6,bb,F0552,F0552,519,0,24
F0552/MID3,F0552/MID4,bb,F0552,F0552,519,0,40
F0552/MID3,F0552/MID6,sibs,F0552,F0552,519,0,24
F0552/MID3,F0552/MID5,ss,F0552,F0552,519,0,20
F0552/MID4,F0552/MID5,bb,F0552,F0552,519,0,50
F0552/MID4,F0552/MID12,bb,F0552,F0552,519,0,20
F0552/MID4,F0552/MID13,bb,F0552,F0552,519,0,10
F0552/MID4,F0552/MID13,sibs,F0552,F0552,519,0,10
F0552/MID4,F0552/MID6,ss,F0552,F0552,519,0,60
F0552/MID4,F0552/MID6,bb,F0552,F0552,519,0,60
F0552/MID4,F0552/MID13,ss,F0552,F0552,519,0,10
F0552/MID4,F0552/MID5,sibs,F0552,F0552,519,0,50
F0552/MID4,F0552/MID5,ss,F0552,F0552,519,0,50
F0552/MID4,F0552/MID12,sibs,F0552,F0552,519,0,20
F0552/MID4,F0552/MID12,ss,F0552,F0552,519,0,20
F0552/MID5,F0552/MID6,bb,F0552,F0552,519,0,30
F0552/MID5,F0552/MID13,bb,F0552,F0552,519,0,5
F0552/MID5,F0552/MID6,ss,F0552,F0552,519,0,30
F0552/MID5,F0552/MID12,bb,F0552,F0552,519,0,10
F0552/MID5,F0552/MID6,sibs,F0552,F0552,519,0,30
F0552/MID5,F0552/MID13,ss,F0552,F0552,519,0,5
F0552/MID5,F0552/MID12,ss,F0552,F0552,519,0,10
F0552/MID6,F0552/MID13,ss,F0552,F0552,519,0,6
F0552/MID6,F0552/MID13,bb,F0552,F0552,519,0,6
F0552/MID6,F0552/MID13,sibs,F0552,F0552,519,0,6
F0552/MID6,F0552/MID12,bb,F0552,F0552,519,0,12
F0552/MID6,F0552/MID12,sibs,F0552,F0552,519,0,12
F0552/MID6,F0552/MID12,ss,F0552,F0552,519,0,12
F0552/MID7,F0552/MID9,ms,F0552,F0552,519,0,2
F0552/MID7,F0552/MID10,ms,F0552,F0552,519,0,1
F0552/MID7,F0552/MID8,md,F0552,F0552,519,0,2
F0552/MID7,F0552/MID1,ms,F0552,F0552,519,0,15
F0552/MID8,F0552/MID10,bb,F0552,F0552,519,0,2
F0552/MID8,F0552/MID10,ss,F0552,F0552,519,0,2
F0552/MID8,F0552/MID9,ss,F0552,F0552,519,0,4
F0552/MID8,F0552/MID10,sibs,F0552,F0552,519,0,2
F0552/MID8,F0552/MID9,bb,F0552,F0552,519,0,4
F0552/MID8,F0552/MID9,sibs,F0552,F0552,519,0,4
F0552/MID9,F0552/MID10,ss,F0552,F0552,519,0,2
F0552/MID9,F0552/MID10,bb,F0552,F0552,519,0,2
F0556/MID1,F0556/MID2,ms,F0556,F0556,522,0,104
F0556/MID3,F0556/MID2,fs,F0556,F0556,522,0,24
F0556/MID4,F0556/MID2,gfgd,F0556,F0556,522,0,32
F0556/MID4,F0556/MID1,md,F0556,F0556,522,0,52
F0556/MID5,F0556/MID1,fd,F0556,F0556,522,0,26
F0556/MID5,F0556/MID2,gmgd,F0556,F0556,522,0,16
F0559/MID1,F0559/MID3,bb,F0559,F0559,525,0,16
F0559/MID1,F0559/MID2,bb,F0559,F0559,525,0,72
F0559/MID1,F0559/MID2,sibs,F0559,F0559,525,0,72
F0559/MID1,F0559/MID2,ss,F0559,F0559,525,0,72
F0559/MID1,F0559/MID3,ss,F0559,F0559,525,0,16
F0559/MID2,F0559/MID3,sibs,F0559,F0559,525,0,18
F0559/MID2,F0559/MID3,bb,F0559,F0559,525,0,18
F0559/MID2,F0559/MID3,ss,F0559,F0559,525,0,18
F0559/MID4,F0559/MID1,md,F0559,F0559,525,0,8
F0559/MID4,F0559/MID3,md,F0559,F0559,525,0,2
F0559/MID4,F0559/MID2,ms,F0559,F0559,525,0,9
F0560/MID1,F0560/MID5,fd,F0560,F0560,526,0,56
F0560/MID1,F0560/MID3,fs,F0560,F0560,526,0,40
F0560/MID1,F0560/MID4,fd,F0560,F0560,526,0,40
F0560/MID2,F0560/MID5,md,F0560,F0560,526,0,84
F0560/MID2,F0560/MID4,md,F0560,F0560,526,0,60
F0560/MID2,F0560/MID3,ms,F0560,F0560,526,0,60
F0560/MID3,F0560/MID5,sibs,F0560,F0560,526,0,35
F0560/MID3,F0560/MID4,ss,F0560,F0560,526,0,25
F0560/MID3,F0560/MID5,ss,F0560,F0560,526,0,35
F0560/MID3,F0560/MID5,bb,F0560,F0560,526,0,35
F0560/MID3,F0560/MID4,bb,F0560,F0560,526,0,25
F0560/MID3,F0560/MID4,sibs,F0560,F0560,526,0,25
F0560/MID4,F0560/MID5,ss,F0560,F0560,526,0,35
F0560/MID4,F0560/MID5,bb,F0560,F0560,526,0,35
F0561/MID1,F0561/MID5,sibs,F0561,F0561,527,0,16
F0561/MID1,F0561/MID5,bb,F0561,F0561,527,0,16
F0561/MID1,F0561/MID5,ss,F0561,F0561,527,0,16
F0561/MID3,F0561/MID1,fs,F0561,F0561,527,0,4
F0561/MID3,F0561/MID5,fd,F0561,F0561,527,0,4
F0561/MID4,F0561/MID1,ms,F0561,F0561,527,0,4
F0561/MID4,F0561/MID5,md,F0561,F0561,527,0,4
F0565/MID1,F0565/MID4,bb,F0565,F0565,531,0,24
F0565/MID1,F0565/MID4,ss,F0565,F0565,531,0,24
F0565/MID2,F0565/MID4,md,F0565,F0565,531,0,15
F0565/MID2,F0565/MID1,md,F0565,F0565,531,0,40
F0565/MID3,F0565/MID4,fd,F0565,F0565,531,0,15
F0565/MID3,F0565/MID1,fd,F0565,F0565,531,0,40
F0566/MID1,F0566/MID2,bb,F0566,F0566,532,0,27
F0566/MID1,F0566/MID2,ss,F0566,F0566,532,0,27
F0566/MID1,F0566/MID3,fs,F0566,F0566,532,0,54
F0566/MID1,F0566/MID6,ss,F0566,F0566,532,0,9
F0566/MID1,F0566/MID6,bb,F0566,F0566,532,0,9
F0566/MID1,F0566/MID4,fd,F0566,F0566,532,0,9
F0566/MID2,F0566/MID6,bb,F0566,F0566,532,0,3
F0566/MID2,F0566/MID6,ss,F0566,F0566,532,0,3
F0566/MID3,F0566/MID4,sibs,F0566,F0566,532,0,6
F0566/MID3,F0566/MID4,ss,F0566,F0566,532,0,6
F0566/MID3,F0566/MID4,bb,F0566,F0566,532,0,6
F0566/MID5,F0566/MID4,md,F0566,F0566,532,0,3
F0566/MID5,F0566/MID3,ms,F0566,F0566,532,0,18
F0566/MID8,F0566/MID1,ms,F0566,F0566,532,0,9
F0566/MID8,F0566/MID2,ms,F0566,F0566,532,0,3
F0566/MID8,F0566/MID3,gfgd,F0566,F0566,532,0,6
F0566/MID8,F0566/MID4,gfgs,F0566,F0566,532,0,1
F0566/MID8,F0566/MID6,ms,F0566,F0566,532,0,1
F0569/MID1,F0569/MID3,bb,F0569,F0569,535,0,12
F0569/MID1,F0569/MID2,bb,F0569,F0569,535,0,6
F0569/MID1,F0569/MID2,ss,F0569,F0569,535,0,6
F0569/MID1,F0569/MID3,ss,F0569,F0569,535,0,12
F0569/MID2,F0569/MID3,bb,F0569,F0569,535,0,2
F0569/MID2,F0569/MID3,ss,F0569,F0569,535,0,2
F0571/MID1,F0571/MID2,fd,F0571,F0571,537,0,70
F0571/MID3,F0571/MID2,md,F0571,F0571,537,0,28
F0574/MID1,F0574/MID2,fd,F0574,F0574,540,0,35
F0574/MID1,F0574/MID3,fd,F0574,F0574,540,0,5
F0574/MID2,F0574/MID3,bb,F0574,F0574,540,0,7
F0574/MID2,F0574/MID3,ss,F0574,F0574,540,0,7
F0574/MID4,F0574/MID2,md,F0574,F0574,540,0,21
F0576/MID1,F0576/MID2,ss,F0576,F0576,542,0,63
F0576/MID1,F0576/MID4,ss,F0576,F0576,542,0,63
F0576/MID1,F0576/MID2,sibs,F0576,F0576,542,0,63
F0576/MID1,F0576/MID4,bb,F0576,F0576,542,0,63
F0576/MID1,F0576/MID4,sibs,F0576,F0576,542,0,63
F0576/MID1,F0576/MID2,bb,F0576,F0576,542,0,63
F0576/MID2,F0576/MID4,bb,F0576,F0576,542,0,81
F0576/MID2,F0576/MID4,ss,F0576,F0576,542,0,81
F0576/MID3,F0576/MID2,md,F0576,F0576,542,0,63
F0576/MID3,F0576/MID4,md,F0576,F0576,542,0,63
F0576/MID3,F0576/MID1,ms,F0576,F0576,542,0,49
F0578/MID1,F0578/MID5,fs,F0578,F0578,543,0,12
F0578/MID1,F0578/MID4,fd,F0578,F0578,543,0,18
F0578/MID2,F0578/MID5,gmgd,F0578,F0578,543,0,4
F0578/MID2,F0578/MID1,fs,F0578,F0578,543,0,12
F0578/MID2,F0578/MID4,gmgs,F0578,F0578,543,0,6
F0578/MID3,F0578/MID4,md,F0578,F0578,543,0,6
F0578/MID3,F0578/MID5,ms,F0578,F0578,543,0,4
F0578/MID4,F0578/MID5,bb,F0578,F0578,543,0,6
F0578/MID4,F0578/MID5,ss,F0578,F0578,543,0,6
F0578/MID4,F0578/MID5,sibs,F0578,F0578,543,0,6
F0579/MID1,F0579/MID5,bb,F0579,F0579,544,0,64
F0579/MID1,F0579/MID7,bb,F0579,F0579,544,0,64
F0579/MID1,F0579/MID6,bb,F0579,F0579,544,0,32
F0579/MID1,F0579/MID4,sibs,F0579,F0579,544,0,64
